id	desc
d03951	CITRIC ACID; K CITRATE; NA CITRATE
d03952	CITRIC ACID-SODIUM CITRATE
d03953	ELECTROLYTE REPLACEMENT SOLUTIONS, ORAL
d03962	POTASSIUM BICARBONATE-POTASSIUM CITRATE
d03963	BACITRACIN; HC; NEOMYCIN; POLYMYXIN B OPHTHALMIC
d03964	BACITRACIN; NEOMYCIN; POLYMYXIN B OPHTHALMIC
d03965	BACITRACIN-POLYMYXIN B OPHTHALMIC
d03968	DEXAMETHASONE OPHTHALMIC
d03971	EPINEPHRINE OPHTHALMIC
d03973	ERYTHROMYCIN OPHTHALMIC
d03974	GENTAMICIN OPHTHALMIC
d03975	GLYCERIN OPHTHALMIC
d03976	HYDROCORTISONE OTIC
d03977	OFLOXACIN OPHTHALMIC
d03979	SCOPOLAMINE OPHTHALMIC
d03981	TETRACAINE OPHTHALMIC
d03982	TETRACAINE TOPICAL
d03984	RITONAVIR
d03985	INDINAVIR
d03986	GANCICLOVIR OPHTHALMIC
d03990	CARBAMIDE PEROXIDE OTIC
d03994	COLLOIDAL OATMEAL TOPICAL
d03998	STERILE WATER
d03999	PHYSOSTIGMINE OPHTHALMIC
d04001	PYRETHRINS TOPICAL
d04002	PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL
d04003	HYDROGEN PEROXIDE TOPICAL
d04004	DOXORUBICIN LIPOSOMAL
d04008	TRANDOLAPRIL
d04009	DOCETAXEL
d04010	GEMCITABINE
d04011	INTERFERON BETA-1A
d04012	TERBINAFINE
d04014	TOPOTECAN
d04015	ADAPALENE TOPICAL
d04016	IODIXANOL
d04017	LATANOPROST OPHTHALMIC
d04025	MIRTAZAPINE
d04026	IRINOTECAN
d04027	MEROPENEM
d04028	CIDOFOVIR
d04029	NEVIRAPINE
d04032	SULFACETAMIDE SODIUM-SULFUR TOPICAL
d04033	ACETIC ACID-ALUMINUM ACETATE OTIC
d04034	REMIFENTANIL
d04035	AMPHETAMINE-DEXTROAMPHETAMINE
d04036	CAFFEINE-SODIUM BENZOATE
d04037	TIMOLOL OPHTHALMIC
d04038	BETAXOLOL OPHTHALMIC
d04039	CARTEOLOL OPHTHALMIC
d04040	FEXOFENADINE
d04041	FOSPHENYTOIN
d04043	FOLLICLE STIMULATING HORMONE
d04047	MIDODRINE
d04048	BRIMONIDINE OPHTHALMIC
d04049	AMMONIUM LACTATE TOPICAL
d04050	OLANZAPINE
d04051	ROPIVACAINE
d04052	PENTOSAN POLYSULFATE SODIUM
d04053	ZAFIRLUKAST
d04054	PENCICLOVIR TOPICAL
d04056	ZINC GLUCONATE
d04057	ZINC SULFATE
d04058	MELATONIN
d04061	BISMUTH SUBSALICYLATE; METRONIDAZOLE; TCN
d04063	BUTENAFINE TOPICAL
d04065	TRANDOLAPRIL-VERAPAMIL
d04066	ALBUTEROL-IPRATROPIUM
d04068	AZELASTINE NASAL
d04070	SODIUM PHENYLBUTYRATE
d04075	CHLOROXYLENOL TOPICAL
d04076	CHLOROXYLENOL; HYDROCORTISONE; PRAMOXINE OTIC
d04083	GADODIAMIDE
d04086	SODIUM NITRITE
d04090	LACTIC ACID TOPICAL
d04093	HYDROCORTISONE-IODOQUINOL TOPICAL
d04096	IMIGLUCERASE
d04098	INDOCYANINE GREEN
d04099	DONEPEZIL
d04101	IVERMECTIN
d04102	TIZANIDINE
d04103	ZILEUTON
d04105	ATORVASTATIN
d04106	FOSFOMYCIN
d04107	AMLEXANOX TOPICAL
d04108	SPARFLOXACIN
d04109	LEVOFLOXACIN
d04110	MIGLITOL
d04111	GLATIRAMER
d04112	CABERGOLINE
d04113	VALSARTAN
d04114	DANAPAROID
d04115	TOPIRAMATE
d04117	OLOPATADINE OPHTHALMIC
d04118	NELFINAVIR
d04119	DELAVIRDINE
d04120	CAFFEINE-ERGOTAMINE
d04121	TAMSULOSIN
d04122	TROGLITAZONE
d04124	TILUDRONATE
d04125	IMIQUIMOD TOPICAL
d04126	ANAGRELIDE
d04128	LVP SOLUTION
d04129	LVP SOLUTION WITH POTASSIUM
d04131	PARENTERAL NUTRITION SOLUTION
d04134	POLYMYXIN B OPHTHALMIC
d04138	TAZAROTENE TOPICAL
d04140	CERIVASTATIN
d04141	HYDROCHLOROTHIAZIDE-MOEXIPRIL
d04142	CHROMIUM PICOLINATE
d04145	PRAMIPEXOLE
d04147	NAPHAZOLINE NASAL
d04150	BROMFENAC
d04156	LETROZOLE
d04157	LOPERAMIDE SIMETHICONE
d04159	SORBITOL
d04160	SODIUM BIPHOSPHATE-SODIUM PHOSPHATE
d04166	ACETAMINOPHEN; DM; GUAIFENESIN; PSEUDOEPHEDRINE
d04168	ACETAMINOPHEN; DIPHENHYDRAMINE; PSEUDOEPHEDRINE
d04172	CALAMINE-PRAMOXINE TOPICAL
d04175	DIPHENHYDRAMINEMAGNESIUM SALICYLATE
d04184	POTASSIUM AMINOBENZOATE
d04186	PHENYLEPHRINE NASAL
d04190	PAPAIN TOPICAL
d04191	PAPAIN-UREA TOPICAL
d04192	COLISTIN; HC; NEOMYCIN; THONZONIUM OTIC
d04195	CHLOROPHYLLIN
d04196	BACITRACIN; HC; NEOMYCIN; POLYMYXIN B TOPICAL
d04197	HYDROCORTISONE; NEOMYCIN; POLYMYXIN B TOPICAL
d04200	CALCIUM GLYCEROPHOSPHATE
d04204	COPPER SULFATE
d04205	POVIDONE IODINE OPHTHALMIC
d04207	UREA
d04208	SILVER NITRATE TOPICAL
d04209	METHOXSALEN TOPICAL
d04212	GLYCERIN TOPICAL
d04214	DOLASETRON
d04215	ROPINIROLE
d04219	LAMIVUDINE-ZIDOVUDINE
d04220	QUETIAPINE
d04221	TIAGABINE
d04222	IRBESARTAN
d04223	MOMETASONE NASAL
d04225	HYDROCODONE-IBUPROFEN
d04228	ACETIC ACID OTIC
d04233	TRIAMCINOLONE NASAL
d04234	DEXAMETHASONE NASAL
d04237	DEXAMETHASONE-LIDOCAINE
d04240	HYLAN G-F 20
d04241	POTASSIUM CHLORIDE-SODIUM CHLORIDE
d04242	SODIUM CHLORIDE NASAL
d04245	HYDROCHLOROTHIAZIDE-IRBESARTAN
d04248	METHYLCELLULOSE
d04249	CELLULOSE
d04252	MANNITOL-SORBITOL
d04253	ZOLMITRIPTAN
d04255	RITUXIMAB
d04256	CEFDINIR
d04258	CLOPIDOGREL
d04260	SIBUTRAMINE
d04261	RALOXIFENE
d04262	DACLIZUMAB
d04264	BECAPLERMIN TOPICAL
d04266	EPROSARTAN
d04267	REPAGLINIDE
d04269	ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE
d04270	FEXOFENADINE-PSEUDOEPHEDRINE
d04271	DICLOFENAC-MISOPROSTOL
d04272	AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE
d04275	BECLOMETHASONE NASAL
d04276	BUDESONIDE
d04279	FLUNISOLIDE NASAL
d04281	EMEDASTINE OPHTHALMIC
d04283	FLUTICASONE NASAL
d04284	FLUTICASONE TOPICAL
d04285	NARATRIPTAN
d04286	FENOFIBRATE
d04288	CIPROFLOXACINHYDROCORTISONE OTIC
d04289	MONTELUKAST
d04292	LOTEPREDNOL OPHTHALMIC
d04293	HYDROCHLOROTHIAZIDE-VALSARTAN
d04294	TOLTERODINE
d04295	OXYMETHOLONE
d04298	PHENYLEPHRINE TOPICAL
d04299	SILDENAFIL
d04300	RISEDRONATE
d04301	BRINZOLAMIDE OPHTHALMIC
d04305	SACROSIDASE
d04309	FLUOROMETHANE TOPICAL
d04311	CAPECITABINE
d04312	PARICALCITOL
d04315	TIROFIBAN
d04316	EPTIFIBATIDE
d04317	DIPHTHERIA TOXOID
d04318	PERTUSSIS, ACELLULAR
d04322	CANDESARTAN
d04323	PALIVIZUMAB
d04327	RIFAPENTINE
d04328	RIZATRIPTAN
d04329	SODIUM HYALURONATE
d04331	THALIDOMIDE
d04332	CITALOPRAM
d04333	ACETAMINOPHENSALICYLAMIDE
d04342	INFLIXIMAB
d04344	ROTAVIRUS VACCINE
d04349	LEFLUNOMIDE
d04352	COAL TAR-SALICYLIC ACID TOPICAL
d04355	EFAVIRENZ
d04356	VALRUBICIN
d04357	TRASTUZUMAB
d04362	COPPER GLUCONATE
d04363	SEVELAMER
d04364	TELMISARTAN
d04365	ETANERCEPT
d04368	TANNIC ACID TOPICAL
d04369	INSULIN REGULAR
d04370	INSULIN ISOPHANE
d04374	INSULIN ISOPHANE-INSULIN REGULAR
d04375	ESTRADIOL-NORETHINDRONE
d04376	ABACAVIR
d04377	THYROTROPIN ALPHA
d04378	MODAFINIL
d04379	LYME DISEASE VACCINE
d04380	CELECOXIB
d04382	CILOSTAZOL
d04385	ALITRETINOIN TOPICAL
d04387	SODIUM FERRIC GLUCONATE COMPLEX
d04395	CLOTRIMAZOLE TOPICAL
d04397	FLUORIDE TOPICAL
d04399	NYSTATIN TOPICAL
d04400	DIMETHYL SULFOXIDE TOPICAL
d04401	IMIPENEM
d04403	SULBACTAM
d04404	TAZOBACTAM
d04405	CLAVULANATE
d04406	TYPHOID VACCINE, LIVE
d04407	ECHINACEA
d04411	GARLIC
d04412	GINSENG
d04413	GINKGO
d04414	GINGER
d04416	VALERIAN
d04417	CREATINE
d04418	GLUCOSAMINE
d04419	CHONDROITIN
d04420	CHONDROITIN-GLUCOSAMINE
d04422	KAVA
d04425	DEHYDROEPIANDROSTERONE
d04426	RED YEAST RICE
d04427	LEVALBUTEROL
d04429	ORLISTAT
d04432	CARBONYL IRON
d04433	ROFECOXIB
d04434	ROSIGLITAZONE
d04435	DOXERCALCIFEROL
d04436	MALATHION TOPICAL
d04437	BALSAM PERU-CASTOR OIL TOPICAL
d04441	KETOTIFEN OPHTHALMIC
d04442	PIOGLITAZONE
d04443	ZANAMIVIR
d04445	CARBETAPENTANE; CHLORPHENIRAMINE; PHENYLEPHRINE
d04446	PHENYLEPHRINE PYRILAMINE
d04447	GANIRELIX
d04448	RABEPRAZOLE
d04451	TEMOZOLOMIDE
d04452	ZALEPLON
d04453	SIROLIMUS
d04454	EPIRUBICIN
d04458	PEMIROLAST OPHTHALMIC
d04459	DOFETILIDE
d04460	ENTACAPONE
d04461	EXEMESTANE
d04462	OSELTAMIVIR
d04466	MILK THISTLE
d04468	CLOVE
d04469	BEE POLLEN
d04470	CRANBERRY
d04472	BLACK COHOSH
d04474	DEVIL'S CLAW
d04476	BILBERRY
d04477	SLIPPERY ELM
d04481	ROYAL JELLY
d04487	PEPPERMINT
d04490	GREEN TEA
d04496	PORACTANT
d04497	ASPIRIN-DIPYRIDAMOLE
d04499	LEVETIRACETAM
d04500	MOXIFLOXACIN
d04501	AMINOLEVULINIC ACID TOPICAL
d04503	NEDOCROMIL OPHTHALMIC
d04504	GATIFLOXACIN
d04505	DEXMEDETOMIDINE
d04506	ESTRADIOL NORGESTIMATE
d04507	BEXAROTENE
d04508	NITRIC OXIDE
d04509	HYDROCHLOROTHIAZIDE-QUINAPRIL
d04510	INSULIN LISPRO-INSULIN LISPRO PROTAMINE
d04512	CEVIMELINE
d04513	OXCARBAZEPINE
d04514	PANTOPRAZOLE
d04515	GADOVERSETAMIDE
d04516	ALOSETRON
d04521	NETTLES
d04523	UBIQUINONE
d04524	SADENOSYLMETHIONINE
d04527	ZONISAMIDE
d04530	STRONTIUM-89 CHLORIDE
d04532	MELOXICAM
d04533	VERTEPORFIN
d04534	LINEZOLID
d04535	ARTICAINE-EPINEPHRINE
d04536	ARTICAINE
d04537	RIVASTIGMINE
d04538	INSULIN GLARGINE
d04539	FOSINOPRIL HYDROCHLOROTHIAZIDE
d04540	GEMTUZUMAB
d04541	AZELASTINE OPHTHALMIC
d04547	ATOVAQUONE-PROGUANIL
d04557	CLOBAZAM
d04572	FORMOTEROL
d04597	TETRABENAZINE
d04611	FLUTICASONE-SALMETEROL
d04654	DOXYLAMINE-PYRIDOXINE
d04659	TINZAPARIN
d04661	LIDOCAINE OPHTHALMIC
d04669	VIGABATRIN
d04674	DIPHTH; HAEMOPHILUS; PERTUSSIS; TETANUS; POLIO
d04675	DIPHTHERIA; PERTUSSIS, ACEL; TETANUS; POLIO
d04685	HEPATITIS A-HEPATITIS B VACCINE
d04689	CALAMINEDIPHENHYDRAMINE TOPICAL
d04694	TENECTEPLASE
d04695	COLESEVELAM
d04696	TRIPTORELIN
d04697	INSULIN ASPART
d04698	ARGATROBAN
d04700	BALSALAZIDE
d04702	DOCOSANOL TOPICAL
d04703	GLYBURIDE-METFORMIN
d04704	EFLORNITHINE TOPICAL
d04707	LEVOFLOXACIN OPHTHALMIC
d04708	ZOLEDRONIC ACID
d04711	CANDESARTAN-HYDROCHLOROTHIAZIDE
d04716	LOPINAVIR
d04717	LOPINAVIR-RITONAVIR
d04718	MIFEPRISTONE
d04719	COAGULATION FACTOR VIIA
d04721	ESTRADIOL-MEDROXYPROGESTERONE
d04722	DICLOFENAC TOPICAL
d04723	CALCIUM CARBONATE; FAMOTIDINE; MG HYDROXIDE
d04725	IRON SUCROSE
d04726	5-HYDROXYTRYPTOPHAN
d04727	ABACAVIR; LAMIVUDINE; ZIDOVUDINE
d04732	TRYPTOPHAN
d04737	HYDROCHLOROTHIAZIDE-TELMISARTAN
d04739	RIMABOTULINUMTOXINB
d04740	TACROLIMUS TOPICAL
d04742	BENZOYL PEROXIDE-CLINDAMYCIN TOPICAL
d04743	NATEGLINIDE
d04744	BIVALIRUDIN
d04746	PEGINTERFERON ALFA-2B
d04747	ZIPRASIDONE
d04749	ESOMEPRAZOLE
d04750	GALANTAMINE
d04753	TRAVOPROST OPHTHALMIC
d04754	BIMATOPROST OPHTHALMIC
d04755	VALGANCICLOVIR
d04756	ALEMTUZUMAB
d04757	ALMOTRIPTAN
d04758	IMATINIB
d04760	DROSPIRENONE-ETHINYL ESTRADIOL
d04761	MINOCYCLINE TOPICAL
d04764	CETIRIZINE-PSEUDOEPHEDRINE
d04766	ACETAMINOPHEN-TRAMADOL
d04767	CEFDITOREN
d04771	DARBEPOETIN ALFA
d04772	ETONOGESTREL
d04773	ETHINYL ESTRADIOL-ETONOGESTREL
d04774	TENOFOVIR
d04775	ANAKINRA
d04776	FROVATRIPTAN
d04777	DEXMETHYLPHENIDATE
d04778	VALDECOXIB
d04779	ETHINYL ESTRADIOL-NORELGESTROMIN
d04782	BOSENTAN
d04783	ERTAPENEM
d04784	PIMECROLIMUS TOPICAL
d04785	DESLORATADINE
d04786	FONDAPARINUX
d04787	LOVASTATIN-NIACIN
d04788	DUTASTERIDE
d04790	PEGFILGRASTIM
d04791	FLUOCINOLONE; HYDROQUINONE; TRETINOIN TOPICAL
d04796	PERFLUTREN
d04797	ALFUZOSIN
d04798	TEGASEROD
d04799	FULVESTRANT
d04801	OLMESARTAN
d04802	TREPROSTINIL
d04803	VORICONAZOLE
d04804	CHARCOAL-SORBITOL
d04805	RASBURICASE
d04806	SODIUM OXYBATE
d04811	OXALIPLATIN
d04812	ESCITALOPRAM
d04813	HORSE CHESTNUT
d04814	ADEFOVIR
d04815	EPLERENONE
d04819	BUPRENORPHINE-NALOXONE
d04820	METFORMIN-ROSIGLITAZONE
d04823	GLIPIZIDE-METFORMIN
d04824	EZETIMIBE
d04825	ARIPIPRAZOLE
d04826	NITAZOXANIDE
d04827	ATOMOXETINE
d04828	TERIPARATIDE
d04829	TIOTROPIUM
d04831	SMALLPOX VACCINE
d04832	DIPHTHERIA; HEPB; PERTUSSIS,ACEL; POLIO; TETANUS
d04835	ADALIMUMAB
d04836	CYCLOSPORINE OPHTHALMIC
d04839	INSULIN ASPART-INSULIN ASPART PROTAMINE
d04841	FIBRIN SEALANT TOPICAL
d04844	CAMPHOR-MENTHOL TOPICAL
d04845	IBRITUMOMAB
d04848	INULIN
d04849	ELETRIPTAN
d04851	ROSUVASTATIN
d04853	ENFUVIRTIDE
d04855	APREPITANT
d04856	BOTULISM ANTITOXIN
d04857	GATIFLOXACIN OPHTHALMIC
d04859	GEMIFLOXACIN
d04860	MOXIFLOXACIN OPHTHALMIC
d04861	DIPHENHYDRAMINEPHENYLEPHRINE
d04863	CHLORPHENIRAMINE; IBUPROFEN; PSEUDOEPHEDRINE
d04871	BORTEZOMIB
d04877	CARBIDOPA; ENTACAPONE; LEVODOPA
d04878	HYDROCHLOROTHIAZIDE-OLMESARTAN
d04881	OMALIZUMAB
d04882	ATAZANAVIR
d04884	EMTRICITABINE
d04888	PALONOSETRON
d04890	CIPROFLOXACIN-DEXAMETHASONE OTIC
d04893	VARDENAFIL
d04894	DAPTOMYCIN
d04896	TADALAFIL
d04898	EPINASTINE OPHTHALMIC
d04899	MEMANTINE
d04900	SALICYLIC ACID-UREA TOPICAL
d04901	FOSAMPRENAVIR
d04905	BROMPHENIRAMINE; DEXTROMETHORPH; PHENYLEPHRINE
d04911	PENTAFLUOROPROPANE-TETRAFLUOROETHANE TOPICAL
d04914	ESTRADIOLLEVONORGESTREL
d04915	SERTACONAZOLE TOPICAL
d04917	FLUOXETINE-OLANZAPINE
d04920	PNEUMOCOCCAL 7-VALENT CONJUGATE VACCINE
d04921	TETANUS-DIPHTH TOXOIDS (TD) ADULT; ADOL
d04929	TROSPIUM
d04933	TELITHROMYCIN
d04935	TINIDAZOLE
d04986	ACAMPROSATE
d05044	BETAMETHASONE-CALCIPOTRIENE TOPICAL
d05047	PEMETREXED
d05048	AMLODIPINE-ATORVASTATIN
d05049	CALCITRIOL TOPICAL
d05101	CETUXIMAB
d05145	ARTEMETHER-LUMEFANTRINE
d05150	CARBINOXAMINE; DEXTROMETHORPHAN; PHENYLEPHRINE
d05214	BEVACIZUMAB
d05217	MYCOPHENOLIC ACID
d05218	CINACALCET
d05227	ALGINIC ACID
d05232	ILOPROST
d05234	HYALURONAN
d05265	NEBIVOLOL
d05269	CADEXOMER IODINE TOPICAL
d05278	INSULIN GLULISINE
d05283	BRIMONIDINE-TIMOLOL OPHTHALMIC
d05293	AZACITIDINE
d05294	RIFAXIMIN
d05303	CHLORPHENIRAMINECODEINE
d05332	PITCHER PLANT
d05337	PNEUMOCOCCAL 23-POLYVALENT VACCINE
d05338	DIPHTHERIA-TETANUS TOXOIDS (DT) PED
d05343	HAEMOPHILUS B CONJUGATE (PRP-T) VACCINE
d05346	GADOBUTROL
d05348	EZETIMIBE-SIMVASTATIN
d05350	POLYETHYLENE GLYCOL 3350
d05351	ACETAMINOPHEN; PHENYLTOLOXAMINE; SALICYLAMIDE
d05352	EMTRICITABINE-TENOFOVIR
d05354	ABACAVIR-LAMIVUDINE
d05355	DULOXETINE
d05357	IBANDRONATE
d05361	CARBETAPENTANEGUAIFENESIN
d05366	ACETAMINOPHEN; DEXTROMETHORPHAN; DOXYLAMINE
d05395	LANTHANUM CARBONATE
d05399	AMOXICILLIN; CLARITHROMYCIN; OMEPRAZOLE
d05411	CHLORPHENIRAMINE- METHSCOPOLAMINE
d05412	ERLOTINIB
d05413	SOLIFENACIN
d05414	NATALIZUMAB
d05415	IBUPROFEN-OXYCODONE
d05418	PEGAPTANIB OPHTHALMIC
d05420	ALOH; DIPHENHYD; LIDOCAINE; MGOH; SIMETH TOPICAL
d05421	ESZOPICLONE
d05422	DARIFENACIN
d05423	CLOFARABINE
d05424	ZICONOTIDE
d05425	LOTEPREDNOL-TOBRAMYCIN OPHTHALMIC
d05426	BROMPHENIRAMINE; HYDROCODONE; PHENYLEPHRINE
d05428	GADOBENATE DIMEGLUMINE
d05432	MENINGOCOCCAL CONJUGATE VACCINE
d05433	DIGESTIVE ENZYMES; HYOSCYAMINE; PHENYLTOLOXAMIN
d05434	BROMPHENIRAMINE; CARBETAPENTANE; PHENYLEPHRINE
d05435	CITRIC ACID; MG OXIDE; NA PICOSULFATE
d05436	INSULIN DETEMIR
d05465	CICLESONIDE
d05471	ALPHA-D-GALACTOSIDASE
d05473	DESLORATADINE-PSEUDOEPHEDRINE
d05487	MICAFUNGIN
d05488	PRAMLINTIDE
d05508	PREGABALIN
d05518	BROMFENAC OPHTHALMIC
d05524	HYDROXYETHYL STARCH
d05525	ENTECAVIR
d05526	ALENDRONATE-CHOLECALCIFEROL
d05529	EXENATIDE
d05530	DROSPIRENONE-ESTRADIOL
d05534	TRYPAN BLUE OPHTHALMIC
d05535	HEME IRON POLYPEPTIDE
d05537	TIGECYCLINE
d05538	TIPRANAVIR
d05539	DEXCHLORPHENIRAMINE; METHSCOPOLAMINE; PSE
d05540	HYDRALAZINE-ISOSORBIDE DINITRATE
d05541	LIDOCAINE-TETRACAINE TOPICAL
d05543	DAPSONE TOPICAL
d05578	RAMELTEON
d05612	RASAGILINE
d05626	EVEROLIMUS
d05630	CALCIUM CARBONATE-RISEDRONATE
d05633	NEPAFENAC OPHTHALMIC
d05634	GALSULFASE
d05635	METFORMIN-PIOGLITAZONE
d05645	MEASLES; MUMPS; RUBELLA; VARICELLA VIRUS VACCINE
d05646	SACCHAROMYCES BOULARDII LYO
d05647	FERRIC SUBSULFATE TOPICAL
d05649	CEFTRIAXONE-LIDOCAINE
d05651	SODIUM HYALURONATE TOPICAL
d05657	M-CRESYL ACETATE OTIC
d05659	DEFERASIROX
d05674	GLIMEPIRIDEROSIGLITAZONE
d05690	FERROUS FUMARATE-IRON POLYSACCHARIDE
d05691	SORAFENIB
d05694	ABATACEPT
d05696	LENALIDOMIDE
d05702	METHYLSULFONYLMETHANE
d05703	CHONDROITIN; GLUCOSAMINE; METHYLSULFONYL METHANE
d05704	IMMUNE GLOBULIN SUBCUTANEOUS
d05717	SUNITINIB
d05719	RANOLAZINE
d05736	LUBIPROSTONE
d05748	BREWER'S YEAST
d05753	MICONAZOLE-ZINC OXIDE TOPICAL
d05770	OMEPRAZOLE-SODIUM BICARBONATE
d05771	BENZALKONIUM CHLORIDE-LIDOCAINE TOPICAL
d05773	L-METHYLFOLATE
d05776	IODINE
d05781	TETANUS; DIPHTH; PERTUSS (TDAP) ADULT; ADOL
d05782	DIPHTHERIA; TETANUS; PERTUSSIS (DTAP) PED
d05787	ALGLUCOSIDASE ALFA
d05788	DECITABINE
d05807	VARENICLINE
d05813	ZOSTER VACCINE LIVE
d05815	FLUORESCEIN
d05817	HUMAN PAPILLOMAVIRUS VACCINE
d05819	DIPHENHYDRAMINE-IBUPROFEN
d05824	POLIDOCANOL
d05825	DARUNAVIR
d05831	DASATINIB
d05835	RANIBIZUMAB OPHTHALMIC
d05842	LEVOLEUCOVORIN
d05847	EFAVIRENZ; EMTRICITABINE; TENOFOVIR
d05848	ROTIGOTINE
d05851	LEVOCETIRIZINE
d05853	POSACONAZOLE
d05856	GLIMEPIRIDE-PIOGLITAZONE
d05864	COMPLEMENT C1 ESTERASE INHIBITOR
d05866	GUAR GUM
d05874	ANTIHEMOPHILIC FACTOR-VON WILLEBRAND FACTOR
d05879	PANITUMUMAB
d05891	VORINOSTAT
d05893	ARFORMOTEROL
d05896	SITAGLIPTIN
d05899	CICLESONIDE NASAL
d05963	COAGULATION FACTOR IX
d05973	CLINDAMYCIN-TRETINOIN TOPICAL
d05974	ANTIHEMOPHILIC FACTOR
d05982	SINECATECHINS TOPICAL
d06008	BENZYL ALCOHOL TOPICAL
d06032	FLUOCINOLONE OTIC
d06214	COLLAGEN
d06243	DIOSMIPLEX
d06297	PALIPERIDONE
d06370	TURMERIC
d06418	SODIUM SULFATE
d06507	CINNAMON
d06619	TRIAMCINOLONE OPHTHALMIC
d06635	MILNACIPRAN
d06662	AMLODIPINE-VALSARTAN
d06663	LISDEXAMFETAMINE
d06665	ALISKIREN
d06672	LAPATINIB
d06673	ECULIZUMAB
d06720	METFORMIN-SITAGLIPTIN
d06831	RETAPAMULIN TOPICAL
d06834	BISMUTH SUBCITRATE POTASSIUM; METRONIDAZO; TCN
d06836	TEMSIROLIMUS
d06841	AMBRISENTAN
d06842	ARMODAFINIL
d06848	LUTEIN
d06851	AZITHROMYCIN OPHTHALMIC
d06852	MARAVIROC
d06857	ACETIC; ANTIPYRINE; BENZOCAINE; POLYCOS OTIC
d06860	OXYGEN
d06867	BIOTIN
d06891	CHLOROPHYLLIN COPPER COM; PAPAIN; UREA TOPICAL
d06900	COLLAGEN TOPICAL
d06905	AMLODIPINE-OLMESARTAN
d07048	RALTEGRAVIR
d07049	DORIPENEM
d07051	IXABEPILONE
d07057	NILOTINIB
d07063	BROMPHENIRAMINE DIPHENHYDRAMINE
d07064	BROMPHENIRAMINE; DIPHENHYDRAMINE; PHENYLEPHRINE
d07068	SAPROPTERIN
d07069	RUFINAMIDE
d07075	PERMETHRIN; PIPERONYL BUTOXIDE; PYRETHR TOPICAL
d07076	ETRAVIRINE
d07077	ALISKIREN-HYDROCHLOROTHIAZIDE
d07080	FOSAPREPITANT
d07110	NIACIN-SIMVASTATIN
d07111	CHLORPHENIRAMINE; METHSCOPOLAMINE; PE; PSE
d07113	DESVENLAFAXINE
d07121	BENDAMUSTINE
d07127	BROMPHENIRAMINE; DIHYDROCODEINE; PSE
d07130	NAPROXEN-SUMATRIPTAN
d07131	REGADENOSON
d07132	OLOPATADINE NASAL
d07134	CERTOLIZUMAB
d07135	METHYLNALTREXONE
d07137	DABIGATRAN
d07141	ALVIMOPAN
d07162	FESOTERODINE
d07298	DIFLUPREDNATE OPHTHALMIC
d07302	CHLOPHEDIANOL; GUAIFENESIN; PSEUDOEPHEDRINE
d07308	ANTIPYRINE; BENZOCAINE; ZINC ACETATE OTIC
d07315	GLUTAMINE
d07320	ROMIPLOSTIM
d07347	BIFIDOBACTERIUM INFANTIS
d07349	LACOSAMIDE
d07351	CARBETAPENTANE; PSEUDOEPHEDRINE; PYRILAMINE
d07354	SILODOSIN
d07356	RIVAROXABAN
d07357	ELTROMBOPAG
d07370	FOSPROPOFOL
d07371	FENOFIBRIC ACID
d07372	PLERIXAFOR
d07373	D-XYLITOL
d07382	ADAPALENE-BENZOYL PEROXIDE TOPICAL
d07393	ICATIBANT
d07395	DEXLANSOPRAZOLE
d07396	USTEKINUMAB
d07397	FEBUXOSTAT
d07400	BIFIDOBACTERIUM-LACTOBACILLUS
d07409	PRASUGREL
d07411	DEGARELIX
d07435	GOLIMUMAB
d07440	AMLODIPINE; HYDROCHLOROTHIAZIDE; VALSARTAN
d07441	ILOPERIDONE
d07447	TOLVAPTAN
d07448	BESIFLOXACIN OPHTHALMIC
d07453	TAPENTADOL
d07458	DRONEDARONE
d07459	FERUMOXYTOL
d07464	INFLUENZA VIRUS VACCINE, H1N1, INACTIVATED
d07466	LIRAGLUTIDE
d07467	SAXAGLIPTIN
d07473	ASENAPINE
d07478	TAFLUPROST OPHTHALMIC
d07482	BEPOTASTINE OPHTHALMIC
d07486	ALISKIREN-VALSARTAN
d07488	CARBETAPENTANE; GUAIFENESIN; PSEUDOEPHEDRINE
d07495	ULIPRISTAL
d07496	TOCILIZUMAB
d07499	PAZOPANIB
d07505	COPPER
d07506	LACTOBACILLUS REUTERI
d07507	ESLICARBAZEPINE
d07509	OFATUMUMAB
d07510	CHLOPHEDIANOL; DEXBROMPHENIRAMINE; PE
d07512	ROMIDEPSIN
d07518	SILVER TOPICAL
d07519	HEME IRON POLYPEPTIDE-IRON POLYSACCHARIDE
d07521	ECALLANTIDE
d07525	DIHYDROCODEINE; PHENYLEPHRINE; PYRILAMINE
d07546	DALFAMPRIDINE
d07548	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
d07565	IPILIMUMAB
d07586	PNEUMOCOCCAL 13-VALENT CONJUGATE VACCINE
d07630	CHOLECALCIFEROL; GENISTEIN; ZINC GLYCINATE
d07631	ESOMEPRAZOLE-NAPROXEN
d07634	DUTASTERIDE-TAMSULOSIN
d07637	PITAVASTATIN
d07638	SIPULEUCEL-T
d07640	DENOSUMAB
d07645	ONABOTULINUMTOXINA
d07646	ABOBOTULINUMTOXINA
d07658	CABAZITAXEL
